Usia Kepala Rumah Tangga,Jumlah Tanggungan Keluarga (termasuk Kepala Keluarga),Luas lahan yang dikelola,Frekuensi Panen per Tahun,Produksi Rata - Rata per Panen (Kwintal/Ha),Harga Jual Rata-Rata Hasil Panen Utama (Rp/kg),Pengeluaran Rata-Rata Benih per Tahun (Rp),Pengeluaran Rata-Rata Pupuk per Tahun (Rp),Pengeluaran Rata-Rata Biaya Perawatan per Tahun (Rp),Pendidikan Terakhir_Diploma,Pendidikan Terakhir_SD,Pendidikan Terakhir_SMA,Pendidikan Terakhir_SMP,Pendidikan Terakhir_Sarjana,Status Petani_Buruh Tani,Status Petani_Petani Pemilik,Status Petani_Petani Penggarap,Status Kepemilikan Lahan_Bagi Hasil,Status Kepemilikan Lahan_Milik Sendiri,Status Kepemilikan Lahan_Sewa,Komoditas Utama yang ditanam_Bawang,Komoditas Utama yang ditanam_Cabai,Komoditas Utama yang ditanam_Jagung,Komoditas Utama yang ditanam_Kedelai,Komoditas Utama yang ditanam_Padi,Pola Tanam_Monokultur,Pola Tanam_Rotasi,Pola Tanam_Tumpangsari,Sistem Irigasi_Irigasi Teknis,Sistem Irigasi_Sumur,Sistem Irigasi_Tadah Hujan,Pernah Gagal Panen dalam 5 Tahun Terakhir?_Tidak,Pernah Gagal Panen dalam 5 Tahun Terakhir?_Ya,Stok Pupuk Saat Ini_Ada,Stok Pupuk Saat Ini_Habis,Menerima Subsidi Benih/Pupuk Pemerintah?_Tidak,Menerima Subsidi Benih/Pupuk Pemerintah?_Ya,Pernah Mengikuti Pelatihan dari Dinas/Kementerian?_Tidak,Pernah Mengikuti Pelatihan dari Dinas/Kementerian?_Ya,Sumber Utama Pangan Pokok_Bantuan,Sumber Utama Pangan Pokok_Beli Pasar,Sumber Utama Pangan Pokok_Panen Sendiri,Pernah Kehabisan Pangan Pokok dalam 3 Bulan Terakhir?_Tidak,Pernah Kehabisan Pangan Pokok dalam 3 Bulan Terakhir?_Ya,Status Kemandirian Pangan Rumah Tangga_Mandiri,Status Kemandirian Pangan Rumah Tangga_Rentan,Status Kemandirian Pangan Rumah Tangga_Tidak Mandiri,Cadangan Pangan Keluarga dari Hasil Panen?_Tidak,Cadangan Pangan Keluarga dari Hasil Panen?_Ya,Strategi Saat Kekurangan Pangan atau Gagal Panen_Jual Aset,Strategi Saat Kekurangan Pangan atau Gagal Panen_Kurangi Konsumsi,Strategi Saat Kekurangan Pangan atau Gagal Panen_Pinjam Uang,Keikutsertaan dalam Koperasi atau Organisasi Tani_Tidak,Keikutsertaan dalam Koperasi atau Organisasi Tani_Ya,Pernah Menerima Bantuan Pangan Pemerintah?_Tidak,Pernah Menerima Bantuan Pangan Pemerintah?_Ya,Sumber Pinjaman Utama Saat Darurat_Bank,Sumber Pinjaman Utama Saat Darurat_Koperasi,Sumber Pinjaman Utama Saat Darurat_Tetangga,"Akses ke Informasi Pertanian (cuaca, harga, dll)_Mudah","Akses ke Informasi Pertanian (cuaca, harga, dll)_Sedang","Akses ke Informasi Pertanian (cuaca, harga, dll)_Sulit",Sumber Informasi Pertanian Utama_Internet,Sumber Informasi Pertanian Utama_Penyuluh,Sumber Informasi Pertanian Utama_Tetangga,Apakah mempunyai pekerjaan sampingan?_Tidak,Apakah mempunyai pekerjaan sampingan?_Ya,Pernah Terdampak Kekeringan Ekstrem dalam 5 Tahun Terakhir?_Tidak,Pernah Terdampak Kekeringan Ekstrem dalam 5 Tahun Terakhir?_Ya,Kondisi Tanah Dominan (berdasarkan persepsi petani)_Kurang Subur,Kondisi Tanah Dominan (berdasarkan persepsi petani)_Sedang,Kondisi Tanah Dominan (berdasarkan persepsi petani)_Subur,Apakah pola tanam berubah akibat iklim?_Tidak,Apakah pola tanam berubah akibat iklim?_Ya
0.875,0.6,0.6701030927835051,0.6666666666666667,0.407035175879397,0.0,0.4026274850839475,0.3537214508764628,0.4542525636021715,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False
0.3500000000000001,0.0,0.04536082474226805,1.0,0.8894472361809045,0.9505749445228969,0.9801408508488917,0.6466064090180756,0.5228063016712202,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False
0.8250000000000002,0.4,0.9587628865979382,1.0,0.8324958123953099,0.9047811176114585,0.22242892722123242,0.799449388235937,0.4757062261444336,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True
0.20000000000000007,0.6,0.6989690721649485,1.0,0.3316582914572865,0.7692152511599758,0.08576284569561499,0.34807872494644154,0.8826559577455508,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False
0.675,0.6,0.33814432989690724,1.0,0.9229480737018423,0.8819850716158967,0.5537008153637862,0.9969889925861877,0.5972338947998034,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False
0.40000000000000013,0.0,0.7546391752577319,0.0,0.7839195979899496,0.06576558402259425,0.34672902790584736,0.3354838424536778,0.8893930484942798,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False
0.15000000000000002,0.4,0.5793814432989691,0.0,0.5929648241206029,0.40064555174500704,0.9813239118898643,0.5077509132665935,0.9011549515665471,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False
0.2250000000000001,1.0,0.5257731958762887,1.0,0.46566164154103845,0.9784143635263264,0.45254606976899037,0.4132308342587876,0.8803597406744694,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
0.42500000000000004,0.4,0.5587628865979382,1.0,0.489112227805695,0.3964091184183981,0.9089796283479988,0.8266605541153649,0.47369158712699144,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False
0.42500000000000004,0.20000000000000007,0.11958762886597937,0.3333333333333333,0.19095477386934673,0.7994754892071817,0.829546394623159,0.8836475056129935,0.6316746164100953,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False
0.15000000000000002,0.4,0.47216494845360824,0.6666666666666667,0.9447236180904521,0.7887835384305023,0.09010432325074769,0.6747983420575137,0.5200097829998834,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
0.4750000000000001,0.0,0.6144329896907217,0.3333333333333333,0.26465661641541033,0.1335485172483356,0.33626576433881417,0.29243093647393115,0.5840526964076622,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True
0.40000000000000013,0.20000000000000007,0.42680412371134024,0.6666666666666667,0.829145728643216,0.11720798870284443,0.2319707617796628,0.5179113556845923,0.6298178739969891,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0.025000000000000022,1.0,0.8432989690721651,0.6666666666666667,0.5778894472361809,0.28888440589065967,0.7299331930339966,0.7447723221962755,0.9710803371840167,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False
0.44999999999999996,0.0,0.45773195876288664,1.0,0.8676716917922946,0.0012104095218882227,0.5808204215571343,0.09086219116481872,0.19667504726760304,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True
0.875,0.20000000000000007,1.0000000000000002,0.3333333333333333,0.4991624790619766,0.48154125479120424,0.5839842186786439,0.8126365078421194,0.499252335501138,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False
0.925,0.6,0.8721649484536083,0.6666666666666667,0.5527638190954773,0.8973169255598145,0.6401981139626087,0.5417836542556697,0.9216802429022561,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True
0.8,0.0,0.8804123711340206,0.0,0.7236180904522611,0.6768206576558403,0.10348253084937592,0.7907136899184689,0.8280526254428962,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True
0.675,1.0,0.8804123711340206,0.0,0.045226130653266305,0.09199112366350615,0.5035481742590399,0.6312078422801048,0.45510160633816743,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False
0.7250000000000001,0.0,0.9051546391752577,0.3333333333333333,0.07202680067001677,0.5703046197296752,0.8991566570555568,0.7145722473027899,0.7310919449921686,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False
0.42500000000000004,1.0,0.7835051546391754,0.6666666666666667,0.777219430485762,0.3796651200322776,0.3068419130480401,0.3199313904955988,0.6572941641617794,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True
0.8500000000000001,0.8000000000000002,0.9216494845360825,0.6666666666666667,0.8073701842546062,0.77324994956627,0.19647422251905233,0.3797276512856448,0.9116230148873941,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True
0.75,0.8000000000000002,0.3298969072164949,1.0,0.9128978224455611,0.4986887230179543,0.1625084660493764,0.23507192828225523,0.045474475494345634,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True
0.7750000000000001,0.4,0.030927835051546393,0.3333333333333333,0.8576214405360132,0.16340528545491217,0.7659032257413635,0.6039625243283292,0.06163594061262867,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True
0.925,0.4,0.7793814432989691,0.3333333333333333,0.5410385259631492,0.28767399636877145,0.9303554361957492,0.04296129806803736,0.13737993015039462,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
0.5750000000000002,0.0,0.45360824742268047,0.6666666666666667,0.4589614740368509,0.05083719991930602,0.6735383748279046,0.6763315692113845,0.4504103284147992,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False
0.7250000000000001,0.6,0.09896907216494845,0.3333333333333333,0.4304857621440536,0.3768408311478717,0.47599879205365003,0.7637640887343161,0.42113077285699074,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False
0.20000000000000007,0.8000000000000002,0.9649484536082474,1.0,0.3534338358458961,0.6982045592091991,0.4036370215378986,0.5260628526703707,0.3710793234016454,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False
0.025000000000000022,1.0,0.7690721649484537,0.3333333333333333,0.5678391959798996,0.6616905386322373,0.19805074047245763,0.05118029562033824,0.09481044804111899,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False
0.675,0.6,0.4164948453608247,1.0,0.11055276381909546,0.9794230381279,0.7411746269389522,0.5192722153203786,0.04554949538982467,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True
0.6000000000000001,0.20000000000000007,0.5030927835051546,0.0,0.43718592964824116,0.7591285051442404,0.4395075130092997,0.9697999251065144,0.4536105859155215,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False
0.8250000000000002,0.4,0.7505154639175258,0.0,0.5309882747068675,0.31974984869880974,0.49316158434673707,0.24840690627224907,0.24842990455238978,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
0.2250000000000001,0.6,0.4453608247422681,0.6666666666666667,0.5075376884422109,0.5122049626790398,0.6353596028035654,0.06289284927927072,0.057745297317024935,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0.07500000000000007,0.4,0.9896907216494847,0.0,0.24790619765494143,0.7228162194875932,0.7371331182435544,0.8804645324701832,0.6455097044317496,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True
0.5250000000000001,1.0,0.14020618556701034,1.0,0.12730318257956447,0.1393988299374621,0.7862937098682355,0.634305636136589,0.6813208063624981,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
0.2250000000000001,0.0,0.511340206185567,0.6666666666666667,0.879396984924623,0.21585636473673586,0.21551013874568625,0.272939344312354,0.189513688596469,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False
